Name,SecId,Morningstar Category,Base Currency,Cat#,#Months,US Equity,DM ex-US Equity,EM Equity,US Bond,Non-US Bond, Cash,#N/A,#N/A,R^2,Beta,Idiosyncratic Risk (Standard Error of Regression),Equity,Base Risk Score,Base Alignment Score,Global Tilt,US Equity,DM ex-US Equity,EM Equity,US Bond,Non-US Bond, Cash,#N/A,#N/A,US Equity,DM ex-US Equity,EM Equity,US Bond,Non-US Bond, Cash,#N/A,#N/A,Std of Returns,Std of RBSA Benchmark,Ratio of SDs,Risk Score,Active Risk (Alignment Score),Misfit Risk,Residual Risk,Asset Allocation Risk,Blended Benchmark Risk,Cov
Transamerica Asset Alloc Long Hrzn R4,FOUSA02TES,US Fund Allocation--85%+ Equity,US Dollar,5,48,0.656000941,0.265062516,0.076384047,0.002552412,8.31E-08,2.87E-10,0,0,0.974632607,1.010244727,0.80419198,99.74475041,101.2502907,83.04052929,0,0.74979945,0.20797357,0.054729887,0.019999336,0.002499917,-0.035002159,0,0,1.583368505,2.141675609,1.463859781,-0.042639731,0.001016123,0.012634969,0,0,4.569114507,4.497786415,1.015858488,102.8559672,3.397391731,0.211104789,3.186286942,99.66968024,99.66968024,-0.105552395
Transamerica Asset Allocation Growth A,FOUSA02UKC,US Fund Allocation--85%+ Equity,US Dollar,5,48,0.5716018,0.279179354,0.149218846,8.84E-11,9.09E-11,6.72E-11,0,0,0.978978094,1.061919429,0.759886495,99.99999998,108.3725388,92.98658407,0,0.802542584,0.222603053,0.058579751,0.003719911,0.000464989,-0.087910288,0,0,9.373336482,4.315522422,17.1562537,-0.036515862,-0.001111529,0.0811638,0,0,4.875852268,4.81627531,1.012369924,109.7130988,3.990230576,1.325490478,2.664740099,107.0483587,107.0483587,-0.662745239
Voya Solution Aggressive I,F00000PI7R,US Fund Allocation--85%+ Equity,US Dollar,5,48,0.689851112,0.172129177,0.138019711,3.10E-11,8.41E-11,1.68E-12,0,0,0.99281183,1.01378506,0.426499169,99.99999999,102.859873,52.10298122,0,0.76171906,0.211279739,0.055599931,0.01632029,0.002040036,-0.046959057,0,0,1.989927684,-0.877325636,16.12069515,-0.068995629,-0.000348134,0.027102023,0,0,4.589614011,4.569754395,1.004345883,103.30689,1.331380245,0.439280653,0.892099592,102.4147904,102.4147904,-0.219640327
Yorktown Master Allocation A,FOUSA08OCM,US Fund Allocation--85%+ Equity,US Dollar,5,48,0.814033814,0.010439106,0.086296282,0.089230798,2.38E-12,1.83E-12,0,0,0.912557966,1.013089487,1.455644907,91.07692025,93.03953922,149.5392194,0,0.688995507,0.191108243,0.050291643,0.038766767,0.004845846,0.025991994,0,0,0.981895633,7.546337617,-0.678518027,-0.003499701,-0.00715415,0.004748359,0,0,4.379730762,4.130755313,1.060273589,98.64736621,11.50008064,0.603215964,10.89686468,87.75050153,87.75050153,-0.301607982
American Beacon Sound Point Fl Rt Inc R5,F00000T3DP,US Fund Bank Loan,US Dollar,6,48,0.002687996,0.170138342,0.183514373,4.07E-11,0.642887809,0.000771481,0,0,0.500940646,0.989995979,1.850962045,35.63407106,41.51998235,202.8566759,0,0.304059837,0.090759991,0.020379996,0.443600132,0.090820049,0.050379996,0,0,19.48537935,-0.169421419,12.07204359,-0.765950575,3.364701973,-0.020771747,0,0,2.63718028,1.878472608,1.403896053,58.28973934,34.48983234,5.774919611,28.71491273,29.57482661,29.57482661,-2.887459806
BlackRock Floating Rate Income Inv A,FOUSA00IO8,US Fund Bank Loan,US Dollar,6,48,0.115202224,0.087216095,0.100682594,3.70E-10,0.366077165,0.330821922,0,0,0.612913085,0.99372905,1.211021511,30.31009133,30.38963841,131.0341464,0,0.226846195,0.068033459,0.00901673,0.529137075,0.111474906,0.055491635,0,0,-0.2130416,0.648369426,9.412472381,12.05430795,-2.780699456,-0.010233613,0,0,1.877780118,1.435090614,1.308474949,39.76408056,19.36290166,2.824056279,16.53884538,23.22523518,23.22523518,-1.41202814
BNY Mellon Floating Rate Income I,F00000Q5DJ,US Fund Bank Loan,US Dollar,6,48,0.124457959,0.075443927,0.124796782,1.72E-19,0.416724373,0.258576959,0,0,0.563578609,0.991879069,1.444021959,32.46986682,33.57913176,153.3659636,0,0.247805723,0.07532373,0.012661865,0.504532412,0.106007203,0.053669068,0,0,1.443687079,-0.009280714,10.01407678,7.761864693,-1.813043687,0.006326696,0,0,2.124421463,1.558193548,1.363387408,45.78136542,23.85972073,2.707548414,21.15217232,24.62919311,24.62919311,-1.353774207
Calvert Floating-Rate Advantage R6,F00000ZBRS,US Fund Bank Loan,US Dollar,6,48,0.109869728,0.098595052,0.112361205,7.46E-12,0.39310827,0.286065746,0,0,0.582879136,0.994499478,1.364540699,32.08259842,32.96265258,145.7598066,0,0.243754574,0.073914634,0.011957317,0.509288109,0.107064024,0.054021341,0,0,1.364971332,0.631100987,9.329610949,8.791632502,-2.111353316,0.011405044,0,0,2.05312602,1.534064905,1.338356684,44.11578642,22.23506371,2.748475891,19.48658782,24.6291986,24.6291986,-1.374237946
Catalyst/CIFC Floating Rate Income I,F00000P04O,US Fund Bank Loan,US Dollar,6,48,0.104805656,0.088546722,0.105209297,4.02E-10,0.365777852,0.335660473,0,0,0.590216076,0.995009004,1.251846519,29.85616748,30.18655568,135.4098713,0,0.225511652,0.06756927,0.008784635,0.530703713,0.111823047,0.055607682,0,0,0.13130655,0.691925221,9.940252502,11.59404361,-2.678437528,-0.000789539,0,0,1.898582411,1.427408653,1.330090305,40.15084504,20.42379463,2.96806703,17.4557276,22.69511744,22.69511744,-1.484033515
Columbia Floating Rate A,FOUSA05GQQ,US Fund Bank Loan,US Dollar,6,48,0.085732837,0.136833837,0.125572274,9.42E-12,0.478793485,0.173067567,0,0,0.57957504,0.993236682,1.497562292,34.81389478,36.90585087,159.8096007,0,0.26966702,0.082927659,0.01646383,0.47886915,0.100304256,0.051768085,0,0,5.470408728,0.961225424,9.137594146,4.484799012,-0.600671513,0.020945496,0,0,2.258611724,1.690749568,1.335864144,49.30120288,24.68198547,3.007731822,21.67425365,27.62694923,27.62694923,-1.503865911
Credit Suisse Floating Rate Hi Inc A,FOUSA0074D,US Fund Bank Loan,US Dollar,6,48,0.036619327,0.155962107,0.133483898,2.79E-11,0.497926953,0.176007715,0,0,0.546578087,0.990237004,1.50683777,32.60653322,35.46404506,163.3018529,0,0.260192296,0.079632103,0.014816051,0.489991652,0.102775923,0.052591974,0,0,9.135433137,1.255550483,10.18090462,4.048571889,-0.392467334,0.033180117,0,0,2.221876213,1.632842258,1.360741494,48.25739764,26.06792148,3.872817971,22.1951035,26.06229414,26.06229414,-1.936408986
Delaware Floating Rate Instl,F000005K3U,US Fund Bank Loan,US Dollar,6,48,0.091722052,0.079637784,0.115123698,1.84E-09,0.396568715,0.316947749,0,0,0.591142039,0.992723806,1.209246004,28.64835337,29.2783217,132.2975453,0,0.219543257,0.065493307,0.007746653,0.53771009,0.11338002,0.056126673,0,0,0.742680501,0.430705631,11.85806924,11.45615472,-2.723164331,0.00376996,0,0,1.844880991,1.393309002,1.324100389,38.76743716,19.93581301,3.280235301,16.65557771,22.11185944,22.11185944,-1.640117651
Donoghue Forlines Risk Managed Income I,F00000Z9JB,US Fund Bank Loan,US Dollar,6,48,5.32E-11,0.082520243,0.035909015,1.23E-08,1.49E-08,0.881570714,0,0,0.44323437,0.983733828,0.61070621,11.84292583,11.31359176,71.87250576,0,0.087994603,0.025141315,0,0.296667517,0.062853288,0.527343278,0,0,-1.446568852,3.913940157,4.199371316,11.45420472,1.812025348,0.047356648,0,0,0.846673283,0.586424397,1.443789323,16.33444299,11.77058888,3.272186488,8.498402388,7.836040603,7.836040603,-1.636093244
DoubleLine Floating Rate I,F00000P41W,US Fund Bank Loan,US Dollar,6,48,0.112167498,0.064530869,0.105397894,5.82E-16,0.327062854,0.390840885,0,0,0.579843582,0.99141152,1.202785717,28.20962608,27.93628017,131.5223856,0,0.210724127,0.062425783,0.006212892,0.548062982,0.115680663,0.056893554,0,0,-1.025456149,0.059264262,11.05190602,14.3917803,-2.925331744,-0.025765629,0,0,1.803421911,1.343739971,1.342091439,37.49304245,19.94138667,3.263826196,16.67756048,20.81548198,20.81548198,-1.631913098
Dunham Floating Rate Bond N,F00000Q64N,US Fund Bank Loan,US Dollar,6,48,0.084907206,0.113194975,0.102383535,4.69E-11,0.400565071,0.298949212,0,0,0.573046522,0.993332967,1.307342901,30.04857164,30.6095778,140.6984185,0,0.228291511,0.068536178,0.009268089,0.5274404,0.111097867,0.055365956,0,0,1.217482938,1.449427679,9.029825259,9.91953578,-2.404620386,0.010955395,0,0,1.947471237,1.443432976,1.349194088,41.2982614,21.55599612,2.945039744,18.61095637,22.68730503,22.68730503,-1.472519872
DWS Floating Rate Inst,FOUSA06C46,US Fund Bank Loan,US Dollar,6,48,0.101788754,0.087527249,0.090199842,2.44E-10,0.27480968,0.445674475,0,0,0.601811175,0.994131153,1.124959903,27.95158445,27.23996015,124.8293644,0,0.20614831,0.060834195,0.005417097,0.553434593,0.116874354,0.057291451,0,0,-1.803084437,1.309321322,9.881749826,16.86401968,-2.775713422,-0.028105251,0,0,1.733150717,1.31843719,1.314549324,35.8082712,18.57565814,3.489287326,15.08637081,20.72190039,20.72190039,-1.744643663
Eaton Vance Floating Rate I,FOUSA02TEV,US Fund Bank Loan,US Dollar,6,48,0.080263442,0.110539838,0.11259923,2.72E-10,0.414842476,0.281755014,0,0,0.576134471,0.991994687,1.312969518,30.34025097,31.33945868,141.8762997,0,0.233087871,0.070204477,0.010102238,0.52180989,0.109846642,0.054948881,0,0,2.243171976,1.147755135,10.10938003,9.034927038,-2.184500901,0.019087999,0,0,1.971943233,1.471282148,1.340288969,42.00393077,21.74306795,3.121750491,18.62131746,23.3826133,23.3826133,-1.560875245
Eaton Vance Floating-Rate & Hi Inc C,FOUSA00ASN,US Fund Bank Loan,US Dollar,6,48,0.090686289,0.114002295,0.120412927,3.32E-19,0.446901083,0.227997406,0,0,0.626740326,0.993333508,1.269388315,32.51015109,34.04121396,137.8415279,0,0.250842263,0.076379918,0.013189959,0.500967778,0.105215062,0.053405021,0,0,3.726715946,0.881848699,10.60330974,7.30806773,-1.59871556,0.021807953,0,0,2.023932921,1.576374884,1.283915991,43.70605896,20.27260576,3.080130411,17.19247535,26.51358361,26.51358361,-1.540065205
Eaton Vance Floating-Rate Advantage I,FOUSA06KW6,US Fund Bank Loan,US Dollar,6,48,0.109837923,0.133449042,0.149955446,4.73E-12,0.548686491,0.058071098,0,0,0.578199171,0.994311255,1.705165676,39.32424108,42.46182544,181.2447264,0,0.312771885,0.091230913,0.020615456,0.436536309,0.08822998,0.050615456,0,0,7.724294287,0.366970513,10.07992622,1.247908853,1.400690801,0.00151059,0,0,2.56551055,1.916834474,1.338410063,56.83133448,28.36423025,3.258468231,25.10576202,31.72557246,31.72557246,-1.629234116
Federated Hermes Float Rate Strat Inc IS,F00000JSAS,US Fund Bank Loan,US Dollar,6,48,0.086088179,0.071138267,0.112631723,2.22E-19,0.375980565,0.354161265,0,0,0.597784975,0.992489593,1.124404639,26.98581695,27.22702849,125.0675624,0,0.20606333,0.060804637,0.005402318,0.553534352,0.116896523,0.057298841,0,0,-0.191666046,0.378587924,13.08875405,13.88266318,-3.171674937,-0.00732697,0,0,1.732435003,1.317970124,1.314472135,35.78917028,18.65207279,3.576181818,15.07589097,20.71327931,20.71327931,-1.788090909
Fidelity Advisor? Floating Rate Hi Inc M,FOUSA00KM5,US Fund Bank Loan,US Dollar,6,48,0.078510383,0.146960808,0.10621513,1.44E-10,0.359911757,0.308401922,0,0,0.584942837,0.993482565,1.381751151,33.16863208,34.34895779,148.5605324,0,0.25286458,0.077083332,0.013541666,0.498593754,0.104687501,0.053229167,0,0,3.200701817,2.141159727,8.4394138,8.214998786,-1.992805444,0.041352764,0,0,2.10538732,1.58852747,1.32537042,45.52509261,22.66698338,3.058387226,19.60859615,25.91649646,25.91649646,-1.529193613
Fidelity? Series Floating Rate Hi Inc,F00000LQXX,US Fund Bank Loan,US Dollar,6,48,0.093406669,0.126002534,0.102903226,1.72E-11,0.379317436,0.298370135,0,0,0.596119393,0.993770241,1.32368496,32.23124297,32.99998014,142.1219431,0,0.243999869,0.073999955,0.011999977,0.509000153,0.107000034,0.054000011,0,0,1.803975382,1.621708199,8.488248993,9.108864208,-2.206214714,0.02095924,0,0,2.027305731,1.535521622,1.320271692,43.56893962,21.41217416,2.838074871,18.57409929,24.99484033,24.99484033,-1.419037435
First Trust Short Duration High Inc I,F00000OZUA,US Fund Bank Loan,US Dollar,6,48,0.13376444,0.073388012,0.086874397,7.99E-10,0.236964258,0.469008892,0,0,0.669193184,0.997436453,1.022118335,29.40268497,28.61763699,115.0263147,0,0.215201615,0.06398317,0.006991585,0.5428068,0.114512622,0.056504207,0,0,-1.960844809,0.455937008,9.416806878,18.86781673,-2.530003649,-0.048344209,0,0,1.70829805,1.36877914,1.248045064,35.71610059,16.1931433,3.407013605,12.7861297,22.92997089,22.92997089,-1.703506803
Franklin Floating Rate Daily Access Adv,FOUSA02TSR,US Fund Bank Loan,US Dollar,6,48,3.10E-12,0.181424415,0.081324351,7.53E-16,0.349278571,0.387972663,0,0,0.471961632,0.983371736,1.373476214,26.27487666,26.48187696,150.0050856,0,0.20116662,0.059101433,0.004550717,0.559282663,0.118173925,0.057724642,0,0,2.392364611,5.562131039,7.234488363,11.58208111,-2.572865343,0.048688826,0,0,1.885135193,1.291238857,1.459943049,38.66203219,24.48001288,3.956960144,20.52305274,18.13897945,18.13897945,-1.978480072
Goldman Sachs High Yield Fl Rate Instl,F00000H5DJ,US Fund Bank Loan,US Dollar,6,48,0.12113741,0.128333967,0.140490851,1.68E-13,0.505785355,0.104252417,0,0,0.589086304,0.9948369,1.644565145,38.9962228,41.57923562,174.0247432,0,0.304607929,0.090789618,0.020394809,0.443155733,0.090657102,0.050394809,0,0,5.883563829,0.432722293,9.442347189,2.362870448,0.479473065,0.009400281,0,0,2.498459977,1.880879512,1.328346638,55.23163784,26.79570152,2.865558661,23.93014286,31.30149498,31.30149498,-1.432779331
Guggenheim Floating Rate Strats Instl,F00000MUQR,US Fund Bank Loan,US Dollar,6,48,0.1038623,0.075136006,0.145729966,7.54E-12,0.495534709,0.179737019,0,0,0.560232299,0.991682656,1.47802477,32.47282726,34.75500297,158.3788131,0,0.255532877,0.078011435,0.014005718,0.495461406,0.103991423,0.052997141,0,0,4.088584187,-0.034860132,11.84329889,5.238829985,-0.703806073,0.014351002,0,0,2.181591993,1.604614098,1.35957424,47.25200676,24.90389998,3.215045229,21.68885476,25.563152,25.563152,-1.607522614
Hartford Floating Rate High Inc Y,F00000MOSY,US Fund Bank Loan,US Dollar,6,48,0.104618332,0.162621396,0.122912544,1.59E-13,0.507273672,0.102574056,0,0,0.583118967,0.995851554,1.662543975,39.01522721,41.33987886,175.3515675,0,0.302393879,0.090669939,0.02033497,0.444950909,0.091315333,0.05033497,0,0,6.31141444,1.159307844,7.474523961,2.307192774,0.460233425,0.009709921,0,0,2.503058218,1.871162199,1.337702429,55.30045636,27.13976722,2.742954277,24.39681295,30.90364341,30.90364341,-1.371477138
Hartford Floating Rate Y,FOUSA05BWB,US Fund Bank Loan,US Dollar,6,48,0.10546827,0.153441197,0.093965876,2.36E-19,0.424371278,0.222753378,0,0,0.592962833,0.994937082,1.463875236,35.28753439,36.17273705,154.2707068,0,0.264849415,0.08125197,0.015625985,0.4845246,0.101561022,0.052187007,0,0,2.611337074,1.939114822,5.947366601,6.301769538,-1.451652327,0.015602574,0,0,2.214180269,1.661223512,1.332861143,48.21323564,23.40492555,2.330853843,21.07407171,27.13916393,27.13916393,-1.165426921
Invesco Floating Rate ESG A,FOUSA05HEH,US Fund Bank Loan,US Dollar,6,48,0.053998091,0.138538768,0.11296495,2.06E-17,0.362961339,0.331536853,0,0,0.585481666,0.990481285,1.273819279,30.55018084,31.84544268,139.950789,0,0.236412909,0.071361012,0.010680506,0.517906585,0.108979241,0.054659747,0,0,3.811629666,2.223815275,10.60207779,9.617517656,-2.298160884,0.052043934,0,0,1.960840464,1.490731288,1.31535474,41.88805396,21.33813043,3.660612016,17.67751841,24.21053555,24.21053555,-1.830306008
Invesco Senior Floating Rate A,FOUSA00IGA,US Fund Bank Loan,US Dollar,6,48,0.055521041,0.162913117,0.127283701,1.42E-16,0.281912112,0.372370029,0,0,0.538392683,0.987375184,1.545356843,34.57178596,36.61587912,166.8704655,0,0.267761491,0.082264867,0.016132433,0.481106075,0.10080135,0.051933783,0,0,5.843973593,2.092590875,9.958435163,7.322163431,-1.550409877,0.091043129,0,0,2.281959899,1.679051282,1.359076952,49.76379741,26.61070937,3.788638158,22.82207122,26.94172619,26.94172619,-1.894319079
JHancock Floating Rate Income NAV,FOUSA06M3O,US Fund Bank Loan,US Dollar,6,48,0.109596539,0.092835529,0.145616059,7.65E-14,0.529605871,0.122346002,0,0,0.598838027,0.99363092,1.463522184,34.80481268,37.37386743,156.9997712,0,0.272742557,0.083997411,0.016998706,0.475258737,0.099501942,0.051500647,0,0,5.32511526,0.069101417,11.23914946,3.686210636,0.24341739,0.010006049,0,0,2.250536626,1.709683573,1.316346873,49.19697352,23.94221109,3.137349246,20.80486184,28.39211168,28.39211168,-1.568674623
JNL/PPM America Floating Rate Income A,F00000JXKH,US Fund Bank Loan,US Dollar,6,48,0.12314846,0.081658216,0.108864728,1.21E-10,0.398358796,0.287969799,0,0,0.59469848,0.994870637,1.31076442,31.36714049,31.89709839,140.1137377,0,0.236752361,0.071479082,0.010739541,0.517508098,0.108890688,0.054630229,0,0,0.471361132,0.260209418,9.292192782,9.810472428,-2.338834999,-0.003712473,0,0,1.986536167,1.492723209,1.330813479,42.4490885,21.11722529,2.636257718,18.48096758,23.96812092,23.96812092,-1.318128859
JPMorgan Floating Rate Income I,F00000MB4R,US Fund Bank Loan,US Dollar,6,48,0.100905649,0.121268038,0.112703604,4.34E-12,0.448015673,0.217107035,0,0,0.611021278,0.993742819,1.34954011,33.48772912,34.76637294,144.4039217,0,0.255607594,0.078037424,0.014018712,0.495373694,0.103971932,0.052990644,0,0,3.068959988,1.015817619,8.857454602,6.784360954,-1.460891818,0.015710184,0,0,2.097020128,1.605065391,1.306501367,45.42231378,21.53882615,2.726796752,18.8120294,26.61028439,26.61028439,-1.363398376
Loomis Sayles Sr Floating Rate and F/I Y,F00000MPAK,US Fund Bank Loan,US Dollar,6,48,0.065456333,0.143678118,0.161346836,3.96E-14,0.629518712,1.18E-09,0,0,0.534706979,0.99354392,1.789563027,37.0481287,41.24299044,191.8424277,0,0.301497662,0.090621495,0.020310748,0.445677572,0.091581776,0.050310748,0,0,11.49676666,0.14034958,10.334764,0.049064619,2.899391914,-0.013652464,0,0,2.586328421,1.867232945,1.38511289,57.12619767,31.43093476,4.080642531,27.35029223,29.77590545,29.77590545,-2.040321266
Lord Abbett Floating Rate I,FOUSA06NV7,US Fund Bank Loan,US Dollar,6,48,0.055829542,0.185079127,0.11479921,2.98E-11,0.479272096,0.165020025,0,0,0.544795971,0.992688443,1.630969882,35.57078791,37.86306245,173.3678728,0,0.275957268,0.085115571,0.017557786,0.471484947,0.098663322,0.051221107,0,0,7.530110001,2.027729126,7.194334183,3.520946362,-0.366306961,0.026475512,0,0,2.377262875,1.729542141,1.374504164,52.04293699,27.67863206,3.182401338,24.49623072,27.54670626,27.54670626,-1.591200669
MainStay Floating Rate I,FOUSA057MK,US Fund Bank Loan,US Dollar,6,48,0.128594927,0.064737027,0.112420411,5.65E-17,0.38543896,0.308808675,0,0,0.593905837,0.993909646,1.280888214,30.5752365,30.98203891,137.6099321,0,0.230739113,0.069387518,0.009693759,0.524567128,0.110459362,0.055153121,0,0,0.053921082,-0.133852558,10.17270168,10.84534597,-2.543415922,-0.011236105,0,0,1.940441044,1.457613402,1.331245337,41.24469483,20.74276999,2.771049752,17.97172023,23.2729746,23.2729746,-1.385524876
MassMutual Global Floating Rate I,F00000PZ5C,US Fund Bank Loan,US Dollar,6,48,0.07137443,0.164963606,0.14122503,2.32E-11,0.576834508,0.045602426,0,0,0.570406098,0.992775803,1.669751477,37.75630663,41.05307707,178.7095045,0,0.299740963,0.090526539,0.020263269,0.447101922,0.092104038,0.050263269,0,0,10.06108802,0.759994094,9.097219848,1.003131354,1.778063265,-0.001279921,0,0,2.499190329,1.859538196,1.343984401,55.17469519,28.21217577,3.583279355,24.62889641,30.54579878,30.54579878,-1.791639677
Metropolitan West Floating Rate Inc I,F00000PTBJ,US Fund Bank Loan,US Dollar,6,48,0.091621401,0.064353023,0.084957863,2.73E-10,0.3290734,0.429994313,0,0,0.60427911,0.99289952,0.990308136,24.09322873,22.36235863,112.9865358,0,0.173929456,0.04969413,0,0.586390737,0.124235326,0.065750351,0,0,-3.090986579,0.933825325,11.93328522,20.42194367,-3.916677439,-0.093710288,0,0,1.516326731,1.148275468,1.320525233,29.53005885,16.39578129,3.800164943,12.59561635,16.9344425,16.9344425,-1.900082471
Neuberger Berman Floating Rate Inc A,F0000045SI,US Fund Bank Loan,US Dollar,6,48,0.131793443,0.091318154,0.136088097,1.30E-11,0.476673134,0.164127171,0,0,0.592334359,0.993877628,1.512239659,35.91996942,37.86570821,160.1572357,0,0.275974654,0.085121619,0.017560809,0.471464537,0.098658786,0.051219595,0,0,3.368965428,0.067016222,9.886734231,4.611742288,-0.576752715,0.010553139,0,0,2.297511038,1.729649729,1.328310004,50.29739903,24.44125167,2.650532631,21.79071904,28.50667999,28.50667999,-1.325266316
Nuveen Floating Rate Income I,F00000LZSG,US Fund Bank Loan,US Dollar,6,48,0.078372862,0.120555516,0.124443796,1.56E-10,0.341205104,0.335422723,0,0,0.623892035,0.99171691,1.238964489,32.33721732,33.88921531,136.6977355,0,0.249843415,0.076032492,0.013016246,0.502140339,0.105475631,0.053491877,0,0,3.739035334,1.295818776,12.05139677,9.469766967,-2.207861976,0.055619536,0,0,2.000285824,1.570385422,1.273754708,43.16654754,20.15978245,3.598997464,16.56078499,26.60576256,26.60576256,-1.799498732
Pacific Funds Floating Rate Income I,F00000ML6N,US Fund Bank Loan,US Dollar,6,48,0.110714496,0.083388541,0.071263148,2.02E-10,0.306802518,0.427831296,0,0,0.559142173,0.992512068,1.181124071,26.53661853,24.70471665,128.9528202,0,0.189488138,0.055039352,0.002519676,0.572992186,0.121220486,0.058740162,0,0,-2.516324544,1.536703815,7.414134629,17.58816954,-3.172288086,-0.080868007,0,0,1.704578275,1.229037438,1.38692136,34.26349922,19.60918325,3.158313771,16.45086948,17.81262974,17.81262974,-1.579156885
Payden Floating Rate SI,F00000QQLF,US Fund Bank Loan,US Dollar,6,48,0.05898749,0.105369442,0.127025158,5.28E-19,0.403805516,0.304812394,0,0,0.626929396,0.993969116,1.137248052,29.13820906,30.84805447,127.9548456,0,0.229858644,0.069081267,0.009540634,0.525600723,0.110689049,0.055229683,0,0,4.169480133,1.059085718,13.93251878,10.11282751,-2.441833316,0.045458831,0,0,1.844750168,1.45250475,1.270047597,39.17849746,18.84890534,3.959304242,14.8896011,24.28889637,24.28889637,-1.979652121
Penn Capital Floating Rate Income Inst,F00000UPZW,US Fund Bank Loan,US Dollar,6,48,0.108296994,0.060261428,0.115963063,2.72E-16,0.425540992,0.289937524,0,0,0.619084685,0.995513712,1.150328422,28.45214846,29.04859388,126.1964936,0,0.218033617,0.064968215,0.007484107,0.539482276,0.113773839,0.056257946,0,0,0.344606095,-0.143671126,12.23595324,11.68979546,-2.776698032,-0.010246834,0,0,1.800220854,1.384752556,1.300030713,37.76406422,18.5575965,3.138076588,15.41951991,22.34454431,22.34454431,-1.569038294
PGIM Floating Rate Income Z,F00000LR7Z,US Fund Bank Loan,US Dollar,6,48,0.104386834,0.126760365,0.169536431,2.16E-11,0.553287024,0.046029346,0,0,0.575413347,0.992937629,1.744284241,40.06836304,43.92414812,187.1608413,0,0.32629837,0.091962074,0.020981037,0.425568889,0.084208593,0.050981037,0,0,9.762442844,0.195250559,12.26069708,0.603010713,1.778657014,-0.001400982,0,0,2.636345287,1.976812829,1.333634247,58.57874819,29.52333973,3.880269554,25.64307018,32.93567801,32.93567801,-1.940134777
PIMCO Low Duration Credit Instl,F00000LP8Q,US Fund Bank Loan,US Dollar,6,48,0.092689032,0.126150322,0.067574998,4.33E-11,0.358153486,0.355432161,0,0,0.599026562,0.997025891,1.180753917,28.64143523,27.77328585,127.7487431,0,0.209653021,0.062053225,0.006026612,0.549320366,0.115960081,0.056986694,0,0,-1.433391715,3.197283435,5.99247589,14.04659257,-3.162907251,-0.025832561,0,0,1.784338368,1.337790567,1.333794999,37.04386978,18.98782378,2.766708521,16.22111526,20.82275452,20.82275452,-1.38335426
Pioneer Floating Rate A,FOUSA06B1B,US Fund Bank Loan,US Dollar,6,48,0.076170604,0.10906253,0.118194868,3.85E-22,0.433610927,0.26296107,0,0,0.587892441,0.992440139,1.288030496,30.34280023,31.66062605,139.9710139,0,0.2351984,0.070938574,0.010469287,0.519332313,0.10929607,0.054765357,0,0,3.063607294,0.999640093,10.87160668,8.496391327,-2.009071605,0.022688699,0,0,1.964722179,1.483614061,1.324281179,41.92757121,21.28009814,3.260309158,18.01978898,23.90778223,23.90778223,-1.630154579
Putnam Floating Rate Income A,FOUSA05A1W,US Fund Bank Loan,US Dollar,6,48,0.119139694,0.089564894,0.08901873,3.77E-10,0.354537026,0.347739656,0,0,0.58775257,0.994731265,1.254612866,29.77233181,29.3494742,134.6143578,0,0.22001083,0.065655941,0.007827971,0.537161199,0.113258044,0.056086015,0,0,-0.923027562,0.889093267,7.849580183,12.74204673,-2.848689003,-0.025222122,0,0,1.876904751,1.3959649,1.34452145,39.46099761,20.29861285,2.666552365,17.63206049,21.82893712,21.82893712,-1.333276182
RiverPark Floating Rate CMBS Instl,F000010VVG,US Fund Bank Loan,US Dollar,6,48,0.118707076,1.31E-12,0.295907187,4.65E-13,0.585385737,1.31E-13,0,0,0.453551051,1.119574644,2.675744454,41.46142627,56.79554985,293.6563845,0,0.445358836,0.098397775,0.024198887,0.329033376,0.048812238,0.054198887,0,0,19.48194832,1.969166439,25.56970955,-2.351871289,5.206573439,-0.02819085,0,0,3.67635194,2.521101982,1.458232141,82.82109622,52.84278634,8.969912607,43.87287374,38.94822249,38.94822249,-4.484956303
Shenkman Capital Floating Rt Hi Inc Inst,F00000TFF6,US Fund Bank Loan,US Dollar,6,48,0.110543865,0.083423432,0.112102599,4.75E-11,0.402282395,0.291647707,0,0,0.584345898,0.994200275,1.30758307,30.60698971,31.26748722,140.3908078,0,0.232614916,0.070039971,0.010019985,0.522365099,0.109970022,0.054990007,0,0,0.765346217,0.351652751,9.987040591,9.854182363,-2.355541976,0.001416183,0,0,1.966300908,1.468525035,1.338963151,41.86601322,21.34219053,2.828192033,18.5139985,23.35201472,23.35201472,-1.414096016
T. Rowe Price Floating Rate,F00000MPTF,US Fund Bank Loan,US Dollar,6,48,0.118299201,0.059210777,0.104309105,1.04E-15,0.381504947,0.33667597,0,0,0.595591402,0.993279573,1.183406756,28.18190833,27.983688,128.7962705,0,0.211035664,0.062534144,0.006267072,0.547697264,0.115599392,0.056866464,0,0,-0.83781596,-0.130418715,10.70640951,13.44148542,-3.085750902,-0.031497649,0,0,1.79185662,1.345473373,1.33176669,37.26774353,19.25454065,2.999252385,16.25528826,21.01245527,21.01245527,-1.499626192
